pedid	animal_id	tag_id	id_herd	province	district	ward	wardno	birthdate	milkingdate	calvingyear	animalid_calvingyear	calvingdate	calvingmonth	dim	parity	age_y	age_m	milkam	milkpm	totalmilk	fat_p	prot_p	snf
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/11/2019	2019	13220_2019	19/08/2019	August	92	2	5	70	4.6	4	8.6	4.3	3.3	8.6
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/12/2019	2019	13220_2019	19/08/2019	August	122	2	5	71	4.4	3.9	8.3	4.4	3.3	9
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/01/2020	2020	13220_2020	19/01/2020	January	0	3	6	72	4.1	3.6	7.7	4	3.4	9.2
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/02/2020	2020	13220_2020	19/01/2020	January	31	3	6	73	3	3.2	6.2	4	3.5	9.5
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/03/2020	2020	13220_2020	19/01/2020	January	60	3	6	74	6.6	6.2	12.8	3.9	3.4	9.3
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/09/2020	2020	13220_2020	19/01/2020	January	244	3	6	80	5.7	5.3	11	3.8	3.1	8.5
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/11/2020	2020	13220_2020	19/01/2020	January	305	3	6	82	6.2	5.7	11.9	2.6	2.5	8.9
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/12/2020	2020	13220_2020	19/01/2020	January	335	3	6	83	5.5	5	10.5	3.9	3.5	9.8
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/01/2021	2021	13220_2021	19/01/2021	January	0	4	7	84	5.2	4.4	9.6	3.5	3.1	9.4
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/02/2021	2021	13220_2021	19/01/2021	January	31	4	7	85	5.3	4.2	9.5	3.1	2.5	9.9
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	19/03/2021	2021	13220_2021	19/01/2021	January	59	4	7	86	4.9	4.1	9	3	3.7	10.3
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	01/04/2021	2021	13220_2021	19/01/2021	January	72	4	7	87	4.1	3.6	7.7	4.1	3.1	9.3
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	03/09/2021	2021	13220_2021	19/01/2021	January	227	4	7	92	7	5.9	12.9	3.9	3.5	9.6
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	03/10/2021	2021	13220_2021	19/01/2021	January	257	4	7	93	6.8	6.1	12.9	3.4	3.1	8.4
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	03/11/2021	2021	13220_2021	19/01/2021	January	288	4	7	94	7.9	6.3	14.2	2.6	3.3	9.1
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	03/12/2021	2021	13220_2021	19/01/2021	January	318	4	7	95	7.9	5.4	13.3	3.6	3.3	8.4
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	31/01/2022	2022	13220_2022	31/01/2022	January	0	5	8	97	5.5	3.9	9.4	4	3.4	9.1
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	30/04/2022	2022	13220_2022	31/01/2022	January	89	5	8	100	5.2	4	9.2	3.9	2.8	8.6
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	31/05/2022	2022	13220_2022	31/01/2022	January	120	5	8	101	4.7	4.4	9.1	4	3.3	9.3
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	31/01/2023	2023	13220_2023	31/01/2023	January	0	6	9	109	6.2	5	11.2	4	3	7.7
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	01/03/2023	2023	13220_2023	31/01/2023	January	29	6	9	110	6.2	5.4	11.6	3.6	3	8.1
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	31/03/2023	2023	13220_2023	31/01/2023	January	59	6	9	111	4.8	3.9	8.7	4.1	3.3	9
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	30/04/2023	2023	13220_2023	31/01/2023	January	89	6	9	112	4.5	4.1	8.6	3.8	3.2	8.7
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	31/05/2023	2023	13220_2023	31/01/2023	January	120	6	9	113	6.5	5.9	12.4	3.5	2	5.5
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	02/07/2023	2023	13220_2023	31/01/2023	January	152	6	9	114	6.2	6.1	12.3	2.7	2.8	7.3
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	02/08/2023	2023	13220_2023	31/01/2023	January	183	6	9	115	3.1	3	6.1	4.8	3.1	8.7
1134	13220	13220	400408011	Daki	Nahu	Dipur	5	23/12/2013	03/09/2023	2023	13220_2023	31/01/2023	January	215	6	9	116	7	6.3	13.3	3.9	3.5	8.8
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/07/2018	2018	13224_2018	19/07/2018	July	0	1	6	72	3	3.6	6.6	3.9	3.88	10.6
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/08/2018	2018	13224_2018	19/07/2018	July	31	1	6	73	4.7	3.5	8.2	3.3	3.4	9.4
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/09/2018	2018	13224_2018	19/07/2018	July	62	1	6	74	4	3.5	7.5	3.7	3.6	9.99
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/10/2018	2018	13224_2018	19/07/2018	July	92	1	6	75	4.2	3.3	7.5	4.4	4	10.7
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/11/2018	2018	13224_2018	19/07/2018	July	123	1	6	76	4	3.1	7.1	3.8	4	10.3
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/12/2018	2018	13224_2018	19/07/2018	July	153	1	6	77	1.9	1.1	3	3.7	3.9	10.6
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/08/2019	2019	13224_2019	19/08/2019	August	0	2	7	85	6.8	6.6	13.4	2.5	3	8.1
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/09/2019	2019	13224_2019	19/08/2019	August	31	2	7	86	4	6.2	10.2	2.7	2.9	8.4
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/10/2019	2019	13224_2019	19/08/2019	August	61	2	7	87	3.7	3.4	7.1	4	3.2	9.2
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/11/2019	2019	13224_2019	19/08/2019	August	92	2	7	88	8.2	7.6	15.8	3	2.3	6.6
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/12/2019	2019	13224_2019	19/08/2019	August	122	2	7	89	8	7.2	15.2	3.3	2.8	7
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/01/2020	2020	13224_2020	19/01/2020	January	0	3	7	90	7.5	7	14.5	3.3	3.2	9
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/02/2020	2020	13224_2020	19/01/2020	January	31	3	7	91	3	6.5	9.5	3.5	3.3	9.1
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/09/2020	2020	13224_2020	19/01/2020	January	244	3	8	98	9.1	8.7	17.8	2.4	2.8	7.88
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/12/2020	2020	13224_2020	19/01/2020	January	335	3	8	101	10.8	10.3	21.1	3.5	3.3	9.2
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/01/2021	2021	13224_2021	19/01/2021	January	0	4	8	102	8.8	7.5	16.3	4.2	3.4	9.5
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/02/2021	2021	13224_2021	19/01/2021	January	31	4	8	103	6.9	5.5	12.4	3.6	3.2	8.2
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	19/03/2021	2021	13224_2021	19/01/2021	January	59	4	8	104	6.4	5.2	11.6	3.7	3.4	9.4
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	01/04/2021	2021	13224_2021	19/01/2021	January	72	4	8	104	5.4	4.7	10.1	3.8	3.4	9.3
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	01/07/2021	2021	13224_2021	19/01/2021	January	163	4	8	107	1.6	2	3.6	3.7	3.4	9.4
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	03/11/2021	2021	13224_2021	19/01/2021	January	288	4	9	111	8.9	7.2	16.1	3.3	3.3	9.1
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	03/12/2021	2021	13224_2021	19/01/2021	January	318	4	9	112	9.5	7.7	17.2	3.2	3.2	8.8
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	31/01/2022	2022	13224_2022	31/01/2022	January	0	5	9	114	8.2	6.7	14.9	3.4	3.1	8
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	01/03/2022	2022	13224_2022	31/01/2022	January	29	5	9	115	8.1	6.7	14.8	3.4	3	8.3
1135	13224	13224	400408017	Daki	Nahu	Dipur	5	12/07/2012	31/03/2022	2022	13224_2022	31/01/2022	January	59	5	9	116	7.7	6.3	14	3.7	3.1	8.1
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	30/04/2022	2022	13224_2022	31/01/2022	January	89	5	9	117	6.9	5.8	12.7	3.8	3.1	7.9
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	31/05/2022	2022	13224_2022	31/01/2022	January	120	5	9	118	7.5	6.9	14.4	2.9	2.2	6.1
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	03/08/2022	2022	13224_2022	31/01/2022	January	184	5	10	120	2.8	2.5	5.3	3.7	3.3	8.2
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	03/09/2022	2022	13224_2022	31/01/2022	January	215	5	10	121	4.7	5.1	9.8	3	3.1	8.7
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	31/01/2023	2023	13224_2023	31/01/2023	January	0	6	10	126	8.1	6.7	14.8	3.3	2.8	7.8
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	01/03/2023	2023	13224_2023	31/01/2023	January	29	6	10	127	7.8	7	14.8	2.8	2.2	7.3
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	31/03/2023	2023	13224_2023	31/01/2023	January	59	6	10	128	6.3	5.2	11.5	3.6	3.2	8.5
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	30/04/2023	2023	13224_2023	31/01/2023	January	89	6	10	129	5.9	5.5	11.4	3.8	3.1	8
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	31/05/2023	2023	13224_2023	31/01/2023	January	120	6	10	130	4.2	4.9	9.1	4.1	3	8.6
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	02/07/2023	2023	13224_2023	31/01/2023	January	152	6	10	131	4.4	5	9.4	3.8	3.3	8.6
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	02/08/2023	2023	13224_2023	31/01/2023	January	183	6	11	132	1.7	2.4	4.1	3.7	3.1	8.4
1135	13224	13224	400408011	Daki	Nahu	Dipur	5	12/07/2012	03/09/2023	2023	13224_2023	31/01/2023	January	215	6	11	133	1.5	1.8	3.3	4.4	3.3	8.9
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/08/2018	2018	13225_2018	19/08/2018	August	0	1	3	36	4.6	3.8	8.4	3.4	3.9	10.8
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/09/2018	2018	13225_2018	19/08/2018	August	31	1	3	37	1	3.43	4.43	3.6	3.8	10.9
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/10/2018	2018	13225_2018	19/08/2018	August	61	1	3	38	6.7	5.9	12.6	3.9	3.6	10.2
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/11/2018	2018	13225_2018	19/08/2018	August	92	1	3	39	6.5	5.7	12.2	3.9	3.6	10
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/12/2018	2018	13225_2018	19/08/2018	August	122	1	3	40	6.2	5.3	11.5	4.4	4.2	11.4
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/05/2019	2019	13225_2019	19/05/2019	May	0	2	3	45	4	3.5	7.5	4.1	3.7	10.1
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	09/06/2019	2019	13225_2019	19/05/2019	May	21	2	3	45	3.6	3.3	6.9	4.7	5.1	11.2
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/08/2019	2019	13225_2019	19/05/2019	May	92	2	4	48	2.5	2.3	4.8	4.8	3.2	9
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/09/2019	2019	13225_2019	19/05/2019	May	123	2	4	49	3	2.5	5.5	4.6	3.4	9.2
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/11/2019	2019	13225_2019	19/05/2019	May	184	2	4	51	6.6	6.1	12.7	3.3	2.7	7.1
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/12/2019	2019	13225_2019	19/05/2019	May	214	2	4	52	6.2	5.8	12	3.5	2.7	7.7
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/01/2020	2020	13225_2020	19/01/2020	January	0	3	4	53	7.2	6.7	13.9	3.5	3.2	9.1
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/02/2020	2020	13225_2020	19/01/2020	January	31	3	4	54	3	6.2	9.2	3.8	3.4	9.4
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/03/2020	2020	13225_2020	19/01/2020	January	60	3	4	55	4.6	4.2	8.8	4.4	3.1	8.6
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/07/2020	2020	13225_2020	19/01/2020	January	182	3	4	59	6.8	6.3	13.1	2.8	2.4	7.8
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/09/2020	2020	13225_2020	19/01/2020	January	244	3	5	61	5.2	4.8	10	4.2	3.3	9.2
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/11/2020	2020	13225_2020	19/01/2020	January	305	3	5	63	3.5	2.9	6.4	4.9	3.4	9.7
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/12/2020	2020	13225_2020	19/01/2020	January	335	3	5	64	4.4	3.8	8.2	4.1	3.1	9.3
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/01/2021	2021	13225_2021	19/01/2021	January	0	4	5	65	3.3	2.3	5.6	3.8	3	8.8
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	19/03/2021	2021	13225_2021	19/01/2021	January	59	4	5	67	8	7.2	15.2	3.1	3	7.8
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	01/04/2021	2021	13225_2021	19/01/2021	January	72	4	5	67	9.8	8.9	18.7	4.7	3.4	9
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	01/07/2021	2021	13225_2021	19/01/2021	January	163	4	5	70	6.1	5.7	11.8	2.5	3	9
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	01/08/2021	2021	13225_2021	19/01/2021	January	194	4	5	71	6	5.3	11.3	3.7	3.1	8.2
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	03/09/2021	2021	13225_2021	19/01/2021	January	227	4	6	72	4	3.3	7.3	3.9	3.2	8.7
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	03/10/2021	2021	13225_2021	19/01/2021	January	257	4	6	73	3.7	3.3	7	3.9	3.3	9.1
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	03/11/2021	2021	13225_2021	19/01/2021	January	288	4	6	74	4.1	3.3	7.4	3.7	3.4	9.3
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	03/12/2021	2021	13225_2021	19/01/2021	January	318	4	6	75	5	3.5	8.5	3.5	3.2	8
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	31/01/2022	2022	13225_2022	31/01/2022	January	0	5	6	77	4.2	3	7.2	4.2	3.1	8.7
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	01/03/2022	2022	13225_2022	31/01/2022	January	29	5	6	78	4	3.5	7.5	4.4	3.5	9.3
4353	13225	13225	400408017	Daki	Nahu	Dipur	5	12/08/2015	31/03/2022	2022	13225_2022	31/01/2022	January	59	5	6	79	4.2	3.3	7.5	4	3.3	8.6
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	30/04/2022	2022	13225_2022	31/01/2022	January	89	5	6	80	6.9	5.8	12.7	3.6	2.7	8.1
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	31/05/2022	2022	13225_2022	31/01/2022	January	120	5	6	81	6.2	5.6	11.8	3.4	1.8	5.1
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	03/10/2022	2022	13225_2022	31/01/2022	January	245	5	7	85	5.9	7.3	13.2	3.3	2.1	5.7
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	31/01/2023	2023	13225_2023	31/01/2023	January	0	6	7	89	4	3.1	7.1	4.1	3.3	9.1
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	01/03/2023	2023	13225_2023	31/01/2023	January	29	6	7	90	5.6	4.7	10.3	3.7	3	8.5
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	31/03/2023	2023	13225_2023	31/01/2023	January	59	6	7	91	6.6	5.5	12.1	2.3	1.9	4.7
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	30/04/2023	2023	13225_2023	31/01/2023	January	89	6	7	92	6	5.5	11.5	2.7	3	6.1
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	31/05/2023	2023	13225_2023	31/01/2023	January	120	6	7	93	3.9	4.6	8.5	3.6	2.4	6.9
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	02/07/2023	2023	13225_2023	31/01/2023	January	152	6	7	94	4.1	4.4	8.5	3.8	3	8.2
4353	13225	13225	400408011	Daki	Nahu	Dipur	5	12/08/2015	02/08/2023	2023	13225_2023	31/01/2023	January	183	6	7	95	1.3	2.1	3.4	5.1	3.1	8.4
1136	13248	13248	400408021	Daki	Nahu	Dipur	5	01/01/2015	11/07/2018	2018	13248_2018	11/07/2018	July	0	1	3	42	2	1.3	3.3	4.2	4	10.9
1136	13248	13248	400408021	Daki	Nahu	Dipur	5	01/01/2015	11/08/2018	2018	13248_2018	11/07/2018	July	31	1	3	43	4	1	5	2.9	4.9	11.2
1136	13248	13248	400408021	Daki	Nahu	Dipur	5	01/01/2015	11/09/2018	2018	13248_2018	11/07/2018	July	62	1	3	44	3.7	3	6.7	3.3	4	9.1
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/06/2018	2018	13252_2018	10/06/2018	June	0	1	4	57	3	3.3	6.3	4.2	3.8	10.2
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/08/2018	2018	13252_2018	10/06/2018	June	61	1	4	59	3.5	5.6	9.1	5.5	3.7	10.4
4354	13252	13252	400408003	Daki	Nahu	Dipur	5	31/08/2013	10/09/2018	2018	13252_2018	10/06/2018	June	92	1	5	60	3	1	4	4.6	4.5	12.4
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/10/2018	2018	13252_2018	10/06/2018	June	122	1	5	61	3.7	3.4	7.1	5.1	4	10.7
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/11/2018	2018	13252_2018	10/06/2018	June	153	1	5	62	3.4	2.7	6.1	5.1	3.9	10.7
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/12/2018	2018	13252_2018	10/06/2018	June	183	1	5	63	4	2.9	6.9	4.4	3.9	10.8
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/11/2019	2019	13252_2019	10/11/2019	November	0	2	6	74	8.4	7.9	16.3	3.3	3.4	7.6
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/12/2019	2019	13252_2019	10/11/2019	November	30	2	6	75	7.9	7.4	15.3	3.6	3.3	8.1
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/01/2020	2020	13252_2020	10/01/2020	January	0	3	6	76	6.6	8.1	14.7	3.3	3	8.2
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/02/2020	2020	13252_2020	10/01/2020	January	31	3	6	77	8.4	8	16.4	3.7	3	8.5
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/03/2020	2020	13252_2020	10/01/2020	January	60	3	6	78	6.9	6.5	13.4	3.3	3.3	8.6
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/07/2020	2020	13252_2020	10/01/2020	January	182	3	6	82	4.9	4.4	9.3	3.8	3	8.2
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/09/2020	2020	13252_2020	10/01/2020	January	244	3	7	84	2	3.4	5.4	3.8	3.3	8.8
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/11/2020	2020	13252_2020	10/01/2020	January	305	3	7	86	3	2.4	5.4	4.8	3.2	9
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	10/02/2021	2021	13252_2021	10/02/2021	February	0	4	7	89	9.4	7.5	16.9	3.5	3.3	8.7
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/04/2021	2021	13252_2021	10/02/2021	February	55	4	7	91	6.7	5.4	12.1	3.6	3.1	8
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/05/2021	2021	13252_2021	10/02/2021	February	85	4	7	92	6.3	5.6	11.9	3.9	3.1	8.7
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/06/2021	2021	13252_2021	10/02/2021	February	116	4	7	93	4.9	4.9	9.8	4	3.1	8.5
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/07/2021	2021	13252_2021	10/02/2021	February	146	4	7	94	4.9	4.9	9.8	4	3.1	8.5
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	07/08/2021	2021	13252_2021	10/02/2021	February	178	4	7	95	4.3	3.2	7.5	3.9	2.8	7.7
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	09/10/2021	2021	13252_2021	10/02/2021	February	241	4	8	97	4.2	2.3	6.5	5.4	3.2	8.8
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	09/11/2021	2021	13252_2021	10/02/2021	February	272	4	8	98	2.5	1.5	4	3.9	1.5	8.9
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	09/12/2021	2021	13252_2021	10/02/2021	February	302	4	8	99	2.5	1.9	4.4	5	3.3	8
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	07/03/2022	2022	13252_2022	07/03/2022	March	0	5	8	102	6	4.7	10.7	3.3	3	8
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/04/2022	2022	13252_2022	07/03/2022	March	30	5	8	103	7.7	6.7	14.4	3.5	3.2	8.3
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	08/05/2022	2022	13252_2022	07/03/2022	March	62	5	8	104	6.6	5.8	12.4	3.7	3	8.3
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/06/2022	2022	13252_2022	07/03/2022	March	91	5	8	105	5.1	5	10.1	4	3	8.3
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	09/09/2022	2022	13252_2022	07/03/2022	March	186	5	9	108	4.4	3.6	8	3.5	3.3	8.6
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	09/10/2022	2022	13252_2022	07/03/2022	March	216	5	9	109	2.4	3.6	6	4.1	3.2	8.9
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	09/11/2022	2022	13252_2022	07/03/2022	March	247	5	9	110	3.2	2.4	5.6	3.7	3.3	9.1
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	09/12/2022	2022	13252_2022	07/03/2022	March	277	5	9	111	3.8	3.7	7.5	4.1	3.2	8.7
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	07/01/2023	2023	13252_2023	07/01/2023	January	0	6	9	112	4.2	2.4	6.6	4.6	3.3	8.2
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/02/2023	2023	13252_2023	07/01/2023	January	30	6	9	113	3.6	3	6.6	4.7	3.1	9
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	07/03/2023	2023	13252_2023	07/01/2023	January	59	6	9	114	3.2	2.6	5.8	3.9	3.2	9.6
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/04/2023	2023	13252_2023	07/01/2023	January	89	6	9	115	2.8	2.4	5.2	4.6	3.1	9.3
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	06/05/2023	2023	13252_2023	07/01/2023	January	119	6	9	116	3	2.7	5.7	4.4	3.1	8.9
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	08/07/2023	2023	13252_2023	07/01/2023	January	182	6	9	118	3	2.9	5.9	4.4	3	8.9
4354	13252	13252	400408002	Daki	Nahu	Dipur	5	31/08/2013	09/09/2023	2023	13252_2023	07/01/2023	January	245	6	10	120	5.3	4.7	10	3.1	3.1	7.9
1138	13255	13255	400408002	Daki	Nahu	Dipur	5	01/01/2020	10/01/2020	2020	13255_2020	10/01/2020	January	0	1	0	0	6.5	6	12.5	3.7	3	8.5
1138	13255	13255	400408002	Daki	Nahu	Dipur	5	01/01/2020	10/02/2020	2020	13255_2020	10/01/2020	January	31	1	0	1	6.3	5.8	12.1	4.1	3.1	8.8
1138	13255	13255	400408002	Daki	Nahu	Dipur	5	01/01/2020	10/03/2020	2020	13255_2020	10/01/2020	January	60	1	0	2	5.6	5.2	10.8	3.6	3.1	8.7
1138	13255	13255	400408002	Daki	Nahu	Dipur	5	01/01/2020	10/07/2020	2020	13255_2020	10/01/2020	January	182	1	0	6	2.7	2.2	4.9	4.4	3.3	9
1138	13255	13255	400408002	Daki	Nahu	Dipur	5	01/01/2020	10/11/2020	2020	13255_2020	10/01/2020	January	305	1	0	10	10.2	9.7	19.9	3.7	3	9.4
1138	13255	13255	400408002	Daki	Nahu	Dipur	5	01/01/2020	10/12/2020	2020	13255_2020	10/01/2020	January	335	1	0	11	9.4	8.9	18.3	3.1	2.9	9.6
